label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
1	619 N	0.6624	Computer Science	Natural Language Processing	695	0.485	63	0.7163	Eriq	0.7002	0.0808	877	0.9018
5	890 N	0.674	biotechnology	Data Science	780	1.0095	487	0.9635	Fabrice	0.2809	0.4561	301	0.7573
1	587 N	0.4087	Computer Science	ROBOTICS ENGINEERING, NATURAL LANGUAGE PROCESSING	633	0.3757	-182	0.5332	ERIQ	0.7858	0.1738	504	1.121
2	435 N	0.7374	Statistics	Computer Engineering	311	0.8216	275	0.6554	Michael	0.5095	0.7349	834	0.5501
1	602 N	0.5111	Natural Language Processing	Robotics Engineering, Electrical Engineering	718	0.4702	-109	0.7675	Eriq	0.9004	0.06	587	0.9903
0	636 N	0.3708	Electrical Engineering	Computer Science	198	0.788	782	0.4575	Reilly	0.3819	1.0056	66	-0.0289
3	-112 N	0.1428	Bioengineering	Computational Media, Bioengineering	85	0.2847	1016	-0.003	Sam	1.0714	0.6726	452	0.7101
1	787 N	0.6284	Computational Media	Applied Mathematics	519	0.7134	166	0.8533	Eriq	0.6599	-0.0178	603	0.973
3	155 N	-0.1438	Computer Game Design	Games and Playable Media, Computational Media	318	0.3611	963	-0.1121	Sam	0.5943	0.4167	458	0.4722
2	577 N	0.6085	cOMPUTER eNGINEERING	Bioinformatics	480	0.8691	346	0.3717	Michael	0.2576	0.6452	982	0.5185
2	593 N	0.555	Computer Engineering	BIOINFORMATICS	362	0.7002	233	0.4812	Michael	0.3673	0.5685	907	0.4113
5	941 N	0.4073	Robotics Engineering	Applied Mathematics	714	0.8931	606	0.9893		0.622	0.5659	83	0.6979
2	183 N	0.7579	Computer Engineering	Computer Engineering	450	0.8932	133	0.374	Michael	0.4666	0.3545	908	0.6377
5	851 N	0.5929	Robotics Engineering	Robotics Engineering	697	0.8035	724	0.7352	Andrew	0.5076	0.4766	301	0.6077
2	131 N	0.706	Statistics	Human Computer Interaction	291	0.6876	364	0.4544	Michael	0.4337	0.4436	817	0.4788
5	908 N	0.4979	Robotics Engineering	Biotechnology, Data Science	900	0.9587	494	1.0325	Fabrice	0.3312	0.4692	323	0.6748
1	418 N	0.5137	Games and Playable Media	Natural Language Processing, Electrical Engineering	675	0.2175	149	0.674	Eriq	0.7051	-0.0374	451	1.0527
1	360 N	0.4134	Computer Game Design	Robotics Engineering	269	0.1974	-45	0.7329	Eriq	0.9143	0.211	839	None
3	40 N	0.0025	Applied Mathematics	Computational Media	281	0.327	882	-0.1507	Sam	0.7944	0.7359	330	0.4365
2	250 N	0.8752	Computer Engineering	Bioinformatics	458	0.7916	168	0.1699	Michael	0.2807	0.3967	799	0.1432
5	949 N	0.385	Biotechnology	Biotechnology, Applied Mathematics	891	1.1982	659	0.9413	Andrew	0.5224	0.6476	247	0.8663
2	603 N	0.6242	Statistics	Computer Engineering	266	0.8204	-35	0.5182	Michael	0.4274	0.5382	841	0.5628
4	76 N	0.9692	Bioinformatics	Statistics	930	0.3557	674	0.0857	Lise	0.3006	-0.0519	681	0.0878
1	676 N	0.7718	Computational Media	Robotics Engineering, Electrical Engineering	501	0.2662	257	0.6517	Inan	0.4978	0.0092	678	0.8685
4	-27 N	0.962	Natural Language Processing	Statistics	915	0.2308	578	0.2665	Vani	0.0588	0.1718	675	0.0634
5	886 N	0.6581	Human Computer Interaction	Applied Mathematics	597	0.6495	646	1.0496	Michael	0.3491	0.3041	445	0.6238
4	424 N	0.883	Natural Language Processing	Technology and Information Management	883	0.3709	680	0.0657	Lise	0.0878	0.2603	678	-0.1017
3	-108 N	0.0197	Computer Game Design	Games and Playable Media, Bioengineering	659	-0.0003	974	-0.1645	Sam	0.5856	0.7415	618	0.6245
1	684 N	0.6751	Games and Playable Media	Natural Language Processing	489	0.538	45	0.735	Eriq	0.86	0.4143	601	0.8167
5	857 N	0.6648	Biotechnology	Biotechnology, Data Science	661	1.0464	319	0.9975	N/A	0.5289	0.7356	238	
0	866 N	0.1932	N/A	Computer Science, Computer Game Design	-125	0.7577	831	0.5319	Chris	0.3889	0.8467	92	0.3288
4	208 N	1.1619	Applied Mathematics	Technology and Information Management	730	0.4778	377	0.1319	Sam	-0.243	-0.0173	542	0.1018
0	908 N	0.0931	Electrical Engineering	Computer Science	364	0.6481	635	0.5039	Michael	0.8531	0.7964	59	0.4208
4	91 N	0.9241	Applied Mathematics	Statistics	1029	0.1923	611	0.1761	Lise	-0.002	-0.15	618	0.1906
5	995 N	0.4779	rOBOTICS eNGINEERING	Applied Mathematics	834	0.8507	555	0.8429	Andrew	0.6979	1.0241	324	0.6163
5	972 N	0.6142	Technology and Information Management	Data Science, Biotechnology	891	0.9532	512	1.0162	Andrew	0.4885	0.5662	125	?
3	-58 N	0.0803	Computer Game Design	Biotechnology, Data Science	521	-0.0263	965	-0.0655	Sam	1.0948	0.6501	250	None
4	394 N	0.7522	Applied Mathematics	Technology and Information Management	967	-0.0945	488	0.4073	Vani	0.0359	0.2051	720	0.1127
1	830 N	0.5473	Games and Playable Media	Natural Language Processing, Robotics Engineering	356	0.6313	98	0.5864	Eriq	0.4395	-0.0022	616	0.9776
0	631 N	0.336	Electrical Engineering	Computer Science, Human Computer Interaction	-66	0.5629	713	0.4393	Chris	0.5096	0.9406	127	0.15
0	874 N	0.3806	Data Science	Computer Game Design	75	0.4109	849	0.3627	Chris	0.4137	1.2221	153	0.2287
1	None	0.6602	Games and Playable Media	Natural Language Processing, Electrical Engineering	343	0.513	162	0.8937	Eriq	0.5665	0.1353	782	0.7208
1	911 N	0.4422	Computer Game Design	Electrical Engineering, Natural Language Processing	652	0.4575	283	0.5331	Inan	0.5241	0.0431	716	1.02
4	514 N	0.8602	Applied Mathematics	Technology and Information Management	960	0.3287	224	0.3028	Vani	0.171	-0.068	770	-0.0663
2	471 N	0.7079	Statistics	Robotics Engineering, Electrical Engineering	222	?	229	0.3226	Chris	0.5442	0.5826	1113	0.4877
2	356 N	0.7537	Computer Engineering	Bioinformatics	518	0.5714	312	0.4774	Michael	0.3434	0.5196	768	0.5905
5	849 N	0.4221	Technology and Information Management	Biotechnology	609	0.8175	546	0.8034	Andrew	0.2832	0.3718	52	1.0901
1	561 N	0.5102	Computational Media	Natural Language Processing, Electrical Engineering	400	0.3818	414	0.7757	Inan	0.8806	0.0004	662	1.2681
0	764 N	0.2727	Computational Media	Computer Science	30	0.4682	947	0.4815	Reilly	0.7034	0.8163	108	0.308
1	795 N	0.5197	Computer Science	Natural Language Processing	276	0.3769	40	0.8124	Eriq	0.762	-0.0124	735	1.0476
3	-12 N	0.2645	Bioengineering	Games and Playable Media	533	0.0816	965	0.0737	Sam	1.0816	0.6969	236	0.5347
5	1020 N	0.5475	Biotechnology	Biotechnology	588	0.904	461	0.6483	Fabrice	0.3264	0.5466	185	0.7964
3	-86 N	-0.1717	Computer Game Design	Human Computer Interaction, Computer Game Design	188	-0.1115	947	-0.0338	Sam	0.8993	0.8179	641	0.354
3	-237 N	-0.1045	Computer Game Design	Games and Playable Media, Computational Media	463	0.3021	1101	0.0532	sam	0.9492	0.398	465	0.2675
3	-33 N	-0.0416	Computer Game Design	Bioengineering, Computational Media	266	0.2761	913	0.0471	Sam	1.026	0.5103	344	0.5144
1	743 N	0.7352	Computer Science	Robotics Engineering, Electrical Engineering	678	0.1095	91	0.5727	Inan	0.9146	0.324	638	0.8003
5	NULL	0.3678	Computer Engineering	Applied Mathematics, Data Science	734	1.0763	700	0.9166	Fabrice	0.5957	0.748	n/a	0.7309
2	456 N	0.6394	Computer Engineering	Bioinformatics	298	0.6892	254	0.4678	Michael	0.3789	0.3774	937	0.4022
1	812 N	0.3928	Computer Science	Electrical Engineering, Robotics Engineering	563	0.507	34	0.4899	Inan	1.0124	0.2557	938	0.9047
5	804 N	0.3385	Biotechnology	Applied Mathematics, Biotechnology	770	0.8208	559	1.1012	Fabrice	0.5385	0.6772	140	0.6021
3	213 N	0.0472	Computer Game Design	Computational Media, Games and Playable Media	432	0.2547	757	0.0738	Michael	0.6381	0.8805	558	0.351
5	1010 N	0.4979	Statistics	Data Science, Applied Mathematics	886	1.0054	552	0.753	Andrew	0.5893	0.9502	245	0.7289
4	-82 N	0.9715	Natural Language Processing	technology and information management	893	0.38	551	0.3126	Tony	0.0396	0.1064	577	-0.1942
4	219 N	0.7147	Natural Language Processing	Statistics	984	0.3251	309	0.2998	Vani	0.268	-0.0592	704	0.1278
0	750 N	0.2257	Electrical Engineering	Human Computer Interaction	74	0.7341	866	0.5166	Chris	0.341	0.7035	49	0.3104
2	439 N	0.7316	Statistics	Bioinformatics	209	0.6871	291	0.3107	Andrew	0.3622	0.6964	979	0.3485
3	167 N	-0.0772	Computer Game Design	Computational Media, Games and Playable Media	469	0.0777	980	-0.008	Sam	0.9116	0.5291	274	0.4737
2	329 N	0.753		Computer Engineering	364	0.9446	221	0.5348	Michael	0.3462	0.5482	827	0.359
2	455 N	0.7283	Computer Engineering	Bioinformatics	273	0.856	152	0.4937	Michael	0.3032	0.4715	845	0.4755
1	623 N	0.6887	games and playable media	Electrical Engineering, Robotics Engineering	508	0.652	-68	0.6621	Eriq	0.6978	0.2669	612	1.0635
1	449 N	0.6677	Games and Playable Media	Natural Language Processing	418	0.5921	242	0.7086	Inan	0.6293	-0.1826	538	1.0485
2	415 N	0.7553	Bioinformatics	Bioengineering	162	0.935	536	0.6176	Reilly	0.3441	0.1169	884	?
0	858 N	0.1121	Data Science	Human Computer Interaction, Computer Game Design	70	0.6713	347	0.4618	Chris	0.7881	0.959	-73	0.1951
3	38 N	0.1059	Computer Game Design	bioengineering	583	0.2515	1239	-0.0658	Sam	1.1486	0.5864	447	0.293
2	368 N	0.6521	Bioinformatics	Bioinformatics	278	0.6722	259	0.5813	Michael	0.3422	0.5997	853	0.3073
0	757 N	0.5035	Data Science	Computer Game Design	179	0.3327	695	0.3534	Chris	0.4654	0.6432	134	0.2965
4	249 N	1.2663	Bioinformatics	Technology and Information Management	954	0.2726	368	0.2081	Vani	0.092	0.1036	679	0.2336
5	1026 N	0.3462	Robotics Engineering	biotechnology, applied mathematics	515	0.7509	828	0.8473	Andrew	0.9622	0.4741	374	0.7556
4	50 N	0.9643	Applied Mathematics	Bioinformatics	948	0.1768	701	0.0907	Tony	0.3139	0.0719	670	0.1344
5	1029 N	0.4103	Robotics Engineering	Data Science	779	0.8985	608	0.8157	Fabrice	0.4879	0.7471	489	0.5959
2	508 N	0.7122	Computer Engineering	Bioinformatics	180	0.5545	483	0.1984	Michael	0.2022	0.1204	691	0.319
4	-69 N	0.7491	Bioinformatics	Technology and Information Management	828	0.1846	474	0.2725	Tony	-0.0455	0.3906	621	-0.0847
2	513 N	0.7206	Computer Engineering	Computer Engineering	323	0.8156	234	0.4248	Michael	0.4039	0.6029	869	0.4236
3	n/a	-0.3738	Computer Game Design	Games and Playable Media	497	-0.1382	902	-0.0891	Sam	0.9106	0.4954	670	0.3033
0	741 N	0.1288	Data Science	Human Computer Interaction, Computer Game Design	64	0.4588	826	0.6905	Chris	0.5424	1.0005	262	0.3498
0	994 N	0.2578	Electrical Engineering	Computational Media, Games and Playable Media	67	0.5576	597	0.3587	CHRIS	0.5454	0.7905	-47	0.0455
0	813 N	0.2584	Data Science	Computer Game Design	-23	0.4086	749	0.6009	Chris	0.8821	1.0828	-101	0.2293
5	656 N	0.7325	BIOTECHNOLOGY	N/A	660	0.7903	729	0.8938	Andrew	0.6265	0.5302	382	?
1	641 N	?	Games and Playable Media	Electrical Engineering, Robotics Engineering	494	0.306	266	0.5132	Inan	0.8475	0.0612	757	0.9068
1	730 N	0.6546	Computer Science	Electrical Engineering, Robotics Engineering	659	0.731	48	0.5934	Eriq	0.6897	0.1287	823	1.032
4	180 N	0.7256	Applied Mathematics	Statistics		0.6245	528	0.0737	Lise	0.094	0.0745	640	0.3094
4	296 N	0.8978	Applied Mathematics	Technology and Information Management	859	0.3187	454	0.2696	Lise	-0.1002	-0.1714	526	0.0823
0	690 N	0.0527	Electrical Engineering	Human Computer Interaction, Computer Game Design	-45	0.6515	870	0.5511	Reilly	0.3993	1.105	140	0.0911
3	48 N	-0.0238	Computer Game Design	Computational Media	410	0.0854	875	0.0564	Sam	1.5858	0.7488	421	0.3743
5	926 N	0.526	Biotechnology	Applied Mathematics, Biotechnology	552	0.7544	560	0.9582	Andrew	0.3773	0.7942	423	0.582
4	247 N	0.7356	Computational Media	Statistics	909	0.204	550	0.3093	Tony	0.1153	0.2063	782	0.1854
1	677 N	0.5648	computational media	Natural Language Processing	525	0.5252	30	0.7745	inan	0.7413	0.1976	522	1.0014
0	943 N	0.0892	Computer Game Design	Computer Game Design, Computer Science	40	0.7918	559	0.6171	Reilly	0.7263	1.2952	49	0.1029
2	408 N	0.8768	Computer Engineering	Computer Engineering	361	0.5476	322	0.4958	Michael	0.3521	0.544	1038	0.209
2	620 N	0.7268	Statistics	Computer Engineering	370	0.8831	252	0.2761	mICHAEL	0.0751	0.6519	836	0.2276
0	837 N	0.3533	Data Science	Computer Science, Human Computer Interaction	35	0.8709	1010	0.7156	Reilly	0.7943	0.7396	161	0.2469
5	773 N	0.3437	Biotechnology	Biotechnology, Applied Mathematics	716	0.9708	635	0.7885	Andrew	0.3401	0.3953	366	0.5705
0	897 N	0.296	Data Science	Computer Science, Computer Game Design	234	0.5722	758	0.3756	Chris	0.5311	0.9124	93	0.2132
3	69 N	0.1408	Computer Game Design	Bioengineering	303	0.0116	1191	0.0935	Sam	0.9542	0.7089	422	0.4912
3	120 N	0.0567	Computer Game Design	Computational Media	619	0.2027	892	-0.0571	Sam	0.9083	0.3649	337	0.2945
3	26 N	0.0692	Bioengineering	Games and Playable Media	366	0.0263	973	-0.1158	Sam	0.677	0.5727	197	0.2596
0	816 N	0.2644	Data Science	Computer Game Design	-208	0.3951	721	0.5601	Chris	0.5295	1.1444	178	0.0912
5	609 N	0.3895	Computer Game Design	Biotechnology	900	1.0102	724	0.9028	Andrew	0.3844	0.6279	374	0.4906
2	218 N	0.853	Computer Engineering	Bioinformatics	61	0.6006	124	0.5493	Michael	0.1801	0.4163	865	0.5678
4	210 N	1.1154	Natural Language Processing	Technology and Information Management	1060	0.0716	520	0.1937	Chris	0.1891	0.2127	NULL	0.147
2	474 N	0.5086	computer engineering	Bioinformatics	-32	0.6317	36	0.4412	Michael	0.7111	0.2901	911	0.5833
3	-168 N	-0.0096	Computer Game Design	Computational Media	N/A	0.0988	950	0.1396	Sam	0.9191	0.756	444	0.5076
3	253 N	0.0499	Games and Playable Media	Bioengineering	428	0.4577	966	0.1268	Sam	0.8308	0.8159	508	0.5945
0	1049 N	0.2879	dATA sCIENCE	Computer Engineering	216	0.2886	779	0.6618	Reilly	0.4524	0.857	-60	0.2986
5	812 N	0.3267	Biotechnology	Data Science, Applied Mathematics	786	0.8176	546	0.9411	Andrew	0.4308	0.4893	167	0.6441
0	694 N	0.1391	Data Science	Bioinformatics	-147	0.6013	706	0.724	Reilly	0.4583	1.1606	28	0.2669
1	498 N	0.8352	Computer Science	Electrical Engineering	647	0.3297	-24	0.8673	Eriq	0.5218	-0.2559	498	0.8955
5	856 N	0.3728	Robotics Engineering	Data Science	734	0.5381	672	0.8837	Andrew	0.2065	0.4011	309	0.6662
4	274 N	0.9824	Bioinformatics	Technology and Information Management	922	0.4667	459	0.1783	Lise	-0.1814	-0.2419	405	0.1817
5	980 N	0.5499	Technology and Information Management	biotechnology, applied mathematics	822	0.8978	582	0.9834	aNDREW	0.4243	0.6667	541	?
0	899 N	0.0667	Technology and Information Management	Human Computer Interaction, Computer Game Design	210	0.4532	875	0.3258	Chris	0.3293	1.0579	-32	0.2822
1	799 N	0.7551	Computational Media	Natural Language Processing	590	0.2746	215	0.6487	Eriq	0.7006	0.1749	883	1.0104
1	772 N	0.4924	Computer Science	Robotics Engineering	465	0.4763	9	0.689	Eriq	0.7309	0.3728	616	0.7627
2	282 N	0.7924	Computer Engineering	Bioinformatics	441	0.751	210	0.3406	Sam	0.1078	0.4678	988	0.4823
1	908 N	0.6805	Computer Science	Robotics Engineering, Electrical Engineering	518	0.431	234	0.8846	Sam	0.8268	0.2033	790	0.9848
0	892 N	0.3859	Electrical Engineering	Human Computer Interaction	94	0.5869	801	0.6749	Reilly	0.5416	1.0373	123	0.3227
3	-73 N	n/a	Bioengineering	Computational Media	399	0.1584	1196	0.0453	Sam	0.7292	0.5847	410	0.5955
4	30 N	0.8915	Games and Playable Media	Statistics	948	0.2143	356	0.0436	Tony	0.0109	-0.0524	717	0.2738
1	604 N	0.4388	Games and Playable Media	Natural Language Processing, Electrical Engineering	542	0.5176	187	0.6569	Eriq	0.5219	0.1018	627	0.7875
3	64 N	0.2128	Computer Game Design	Games and Playable Media	715	-0.1044	918	0.1121	Sam	1.2225	0.8099	356	0.8918
3	171 N	0.0069	Computer Game Design	Computational Media	388	0.0852	704	0.3679	Sam	0.906	0.7073	348	0.3664
2	307 N	0.8894	Computer Engineering	Computer Engineering	400	0.7531	275	0.4701	Michael	0.2892	0.5589	779	0.5692
3	-10 N	-0.1341	Bioengineering	gAMES AND pLAYABLE mEDIA, bIOENGINEERING	359	0.0068	831	0.0057	Sam	0.5265	0.5151	523	0.4964
5	944 N	0.3416	Technology and Information Management	Biotechnology, Data Science	827	0.7126	628	0.8632	Michael	0.4941	0.6386	390	0.715
1	588 N	0.3793	Computational Media	Robotics Engineering	585	0.3103	170	0.4424	Eriq	0.7658	0.1275	623	1.0578
1	516 N	0.8415	Games and Playable Media	Electrical Engineering	181	0.4756	27	0.8079	Inan	0.826	0.21	613	0.889
3	186 N	-0.006	Computer Game Design	Bioengineering	216	0.3812	982	0.1402	Sam	1.1484	0.847	466	0.2338
5	1039 N	0.4633	Technology and Information Management	Biotechnology, Data Science	739	0.6673	481	0.6907	Andrew	0.5615	0.9153	378	0.8475
3	-113 N	0.0062	Computer Game Design	Bioengineering	282	0.1217	1176	-0.0106	Sam	0.8167	0.5066	454	0.396
1	565 N	0.7201	Computer Science	Computational Media	362	0.1705	182	0.8519	Eriq	0.8119	0.3045	727	0.7606
2	326 N	0.9145	Computer Engineering	Computer Engineering	409	0.7083	477	0.3629	Michael	0.4304	0.5675	831	0.4916
3	-191 N	0.1091	Bioengineering	Computational Media	534	0.0359	832	0.0723	Sam	1.0814	0.6206	307	0.4039
1	571 N	0.6692	Games and Playable Media	Computational Media, Games and Playable Media	499	0.574	-46	0.5823	Eriq	0.7211	0.183	559	0.8611
0	1022 N	0.4274	Electrical Engineering	Computer Science	26	0.6355	858	0.6417	Reilly	0.2545	1.0489	-40	0.0385
3	26 N	0.0101	Bioengineering	Games and Playable Media, Bioengineering	192	0.1301	1057	0.0787	Sam	0.7079	0.766	265	0.4706
0	794 N	0.3259	Data Science	Computer Game Design, Computer Science	87	0.5275	698	0.5878	Chris	0.6019	0.8268	106	0.2903
0	783 N	0.1284	Statistics	cOMPUTER gAME dESIGN	154	0.784	556	0.6379	Reilly	0.6401	0.8778	15	0.1018
4	116 N	0.8186	Bioinformatics	Technology and Information Management	882	0.293	543	0.1655	Lise	-0.05	-0.0565	898	0.2551
1	625 N	0.369	Computational Media	Robotics Engineering, Electrical Engineering	383	0.3992	-8	0.5148	Inan	0.6548	0.1779	N/A	1.2077
0	936 N	0.1409	Electrical Engineering	Computer Science, Computer Game Design	186	0.563	696	0.5953	Chris	0.3652	0.8007	-9	0.2215
2	165 N	0.7838	Computer Engineering	Bioinformatics	183	0.9624	119	0.4024	Michael	0.2766	0.2969	914	0.3357
2	456 N	0.6629	Computer Engineering	bIOINFORMATICS	311	0.8997	338	0.3166	Michael	0.3803	0.2278	994	0.4521
4	28 N	0.8571	Bioinformatics	Technology and Information Management	None	0.1387	495	0.1062	Vani	-0.1327	0.0877	656	0.0382
0	674 N	0.2307	Electrical Engineering	Statistics	7	0.8253	728	0.5911	Chris	0.6865	1.0433	4	0.3777
4	281 N	0.9423	Natural Language Processing	Statistics	699	0.324	572	0.351	Lise	0.0525	0.2045	515	-0.0626
1	543 N	0.5301	Computer Science	Statistics	451	0.5281	-36	0.7846	Eriq	0.5294	0.1951	877	1.0406
3	-49 N	-0.1172	Computer Game Design	Games and Playable Media, Computational Media	435	0.1918	818	0.0619	Sam	0.6937	0.6905	512	0.6624
5	977 N	0.3618	Technology and Information Management	Biotechnology	831	0.7907	809	0.7283	Andrew	0.3037	0.4579	83	0.7263
2	546 N	0.7952	Statistics	Computational Media, Bioengineering	346	0.5138	446	0.7959	Michael	0.4733	0.3137	795	0.417
0	824 N	0.0626	Electrical Engineering	Human Computer Interaction, Computer Game Design	-36	0.6708	787	0.5023	Chris	0.6532	1.2183	317	0.1433
5	909 N	n/a	Human Computer Interaction	Applied Mathematics, Biotechnology	794	0.5181	809	0.8047	Fabrice	0.6026	0.6569	319	0.8889
2	529 N	0.7959	Computer Engineering	Computer Engineering	129	0.7825	58	0.46	Michael	0.5575	0.232	1055	0.6751
4	251 N	0.9659	Bioinformatics	Natural Language Processing	1090	0.3344	579	-0.0036	Vani	0.0835	0.258	695	0.1018
0	684 N	0.1758	Electrical Engineering	Human Computer Interaction	198	0.7659	732	0.6514	Reilly	0.5716	1.0503	111	0.346
5	673 N	0.3864	Robotics Engineering	bIOTECHNOLOGY	864	0.8792	574	1.0105	Andrew	0.2332	0.3704	112	0.7064
5	916 N	0.3954	Technology and Information Management	Applied Mathematics	906	1.1498	509	0.8483	Andrew	0.6624	0.4426	388	0.6977
1	379 N	0.6139	Games and Playable Media	Robotics Engineering, Electrical Engineering	446	0.3281	61	0.6913	Chris	0.8575	0.018	1018	1.1894
2	336 N	0.6554	Computer Game Design	Bioinformatics	295	0.96	235	0.0907	Michael	0.0552	0.4885	525	0.4778
3	76 N	-0.1284	Computer Game Design	Technology and Information Management	351	-0.0558	1040	-0.0735	SAM	0.6893	0.7871	288	n/a
5	817 N	0.7731	Human Computer Interaction	Data Science	758	1.0128	912	0.564	Fabrice	0.476	0.6308	230	0.7013
1	603 N	0.5948	Computer Science	Robotics Engineering	552	0.5989	93	0.7432	Vani	0.9786	0.1455	700	0.8029
0	815 N	0.1785	eLECTRICAL eNGINEERING	Computer Science	79	0.5674	776	0.6986	Reilly	0.5052	0.8707	-162	0.3343
1	916 N	0.5182	Games and Playable Media	Robotics Engineering	443	0.4571	64	0.7672	Inan	0.7599	0.4974	660	1.0306
1	595 N	0.3905	Data Science	Robotics Engineering, Electrical Engineering	492	0.5525	57	0.6313	Eriq	0.5211	0.0185	684	0.9627
4	100 N	1.1159	Bioinformatics	Computer Engineering	605	0.0027	384	0.1261	Vani	0.1907	0.1937	471	0.3551
4	-177 N	1.0236	Data Science	Technology and Information Management	614	-0.002	511	0.2205	Lise	0.1991	-0.0667	680	-0.006
2	282 N	0.5294	Statistics	Bioinformatics	139	0.7265	313	0.5275	Inan	0.433	0.3522	None	0.6162
3	-35 N	0.0796	Computer Game Design	GAMES AND PLAYABLE MEDIA, BIOENGINEERING	312	0.144	968	-0.002	Sam	0.6752	0.5439	279	0.3695
4	200 N	1.0178	Bioinformatics	Technology and Information Management	1075	0.3424	509	0.3535	Vani	0.2188	0.086	469	0.1622
1	492 N	0.6032	Computer Science	Natural Language Processing	493	0.4638	159	0.5781	Eriq	0.8964	0.2014	779	0.9043
3	182 N	0.2818	Applied Mathematics	Bioengineering	544	0.0693	892	0.0352	Sam	1.027	0.6245	246	0.4921
1	559 N	0.7464	Computational Media	Electrical Engineering	583	0.2851	44	0.5663	Eriq	0.8938	0.1541	693	0.9228
4	-48 N	1.0028	Applied Mathematics	Statistics	654	0.2231	680	0.2453	Lise	0.0416	-0.012	854	0.2206
3	57 N	0.1241	Bioengineering	Computational Media	190	0.2081	1163	0.0859	Sam	0.6747	0.5859	298	0.6791
5	953 N	0.7022	Robotics Engineering	Biotechnology	987	0.6815	831	0.7102	Andrew	0.5375	0.3548	366	0.8178
2	409 N	0.7014	Computer Engineering	Technology and Information Management	466	0.8191	231	0.4645	Michael	0.1639	0.6094	775	0.5569
4	242 N	1.1882	Applied Mathematics	Bioinformatics	1063	0.1829	524	0.1433	Vani	-0.2929	0.1418	693	0.0633
0	598 N	0.3353	Data Science	Human Computer Interaction, Computer Science	69	0.4376	746	0.3424	Reilly	0.6451	0.8552	200	0.2191
0	711 N	0.0871	ELECTRICAL ENGINEERING	Computer Game Design	17	0.6616	750	0.5327	Chris	0.4747	0.7031	-28	0.0996
5	1090 N	0.5464	Human Computer Interaction	Bioinformatics	865	1.0192	873	0.9925	Fabrice	0.5093	0.5236	141	0.801
5	1076 N	0.668	Robotics Engineering	Applied Mathematics, Data Science	656	0.9651	583	0.9603	Fabrice	0.2683	0.5539	322	0.5104
4	206 N	0.991	Bioinformatics	Technology and Information Management	951	0.2408	464	0.3401	Lise	-0.015	0.4552	743	-0.1091
4	268 N	1.1554	Natural Language Processing	Technology and Information Management	792	0.1296	571	-0.0251	Tony	-0.0225	-0.0578	597	0.1147
3	-158 N	0.1779	Bioengineering	Computer Engineering	422	-0.0664	774	0.0164	Sam	0.5221	0.9714	371	0.6425
0	552 N	0.2477	Natural Language Processing	Computer Game Design	-236	0.5817	766	0.6691	Reilly	0.3547	0.898	-136	0.3765
4	210 N	0.8185	Applied Mathematics	Technology and Information Management	812	0.1609	249	0.2046	Vani	0.0027	-0.0023	909	-0.0231
2	414 N	0.9309	Computer Engineering	Bioinformatics	347	0.8172	399	0.4957	Michael	0.4461	0.4417	897	0.2297
3	49 N	-0.0438	Bioengineering	Computer Engineering	483	0.2125	911	-0.0095	Sam	1.192	0.5344	433	0.6836
0	1073 N	0.1734	Data Science	Applied Mathematics	115	0.6965	577	0.5236	Chris	0.5857	0.9846	211	0.1642
0	771 N	0.4094	data science	Computer Science	210	0.7394	811	0.603	Chris	0.523	0.7143	50	0.1004
0	728 N	0.2168	Data Science	Computer Game Design, Computer Science	15	0.5582	531	0.6629	cHRIS	0.3499	1.1281	-10	0.204
2	515 N	0.6446	Statistics	Bioinformatics	54	0.6754	145	0.267	Michael	0.2759	0.4107	814	0.4358
3	222 N	0.0747	Computer Game Design	Bioengineering, Computational Media	329	0.174	1194	-0.0302	Sam	0.8557	0.6174	331	0.722
5	945 N	0.2156	Biotechnology	Biotechnology, Data Science	599	0.7599	760	1.0541	Andrew	0.5291	0.4431	333	0.7172
4	176 N	1.0686	Applied Mathematics	Statistics	1008	0.1888	452	0.0247	Tony	-0.2086	0.0128	420	0.0205
4	4 N	1.2281	Applied Mathematics	Technology and Information Management	942	0.1985	297	0.1044	Lise	0.2041	0.1924	574	0.197
4	149 N	0.5667	Applied Mathematics	Statistics	888	0.2493	420	0.1037	Vani	-0.0322	0.2172	596	0.2743
1	507 N	1.0003	Computational Media	Natural Language Processing, Robotics Engineering	448	0.5759	8	0.6082	Inan	0.9028	0.2458	653	0.9725
5	1081 N	0.3467	Human Computer Interaction	Biotechnology, Applied Mathematics	857	0.8248	997	0.8685	Fabrice	0.337	0.5003	354	0.4656
1	889 N	0.5869	Computer Science	Robotics Engineering, Electrical Engineering	561	0.4623	53	0.755	Eriq	0.8754	0.1259	812	n/a
0	828 N	-0.0266	Data Science	human computer interaction	-51	0.9638	826	0.3845	Reilly	0.8936	0.6177	-12	0.2591
4	450 N	0.9976	Bioinformatics	Statistics	832	0.0423	573	0.1394	Lise	0.1178	-0.045	724	0.1685
2	600 N	0.4923	Statistics	Computer Engineering	294	0.576	163	0.329	Michael	0.2228	0.4076	829	0.415
5	634 N	0.3961	Biotechnology	Games and Playable Media	1045	1.1448	584	0.7926	Andrew	0.5114	0.7893	127	0.7914
1	778 N	0.6142	Computer Science	Electrical Engineering	511	0.3684	348	0.7151	Eriq	0.636	0.2824	787	1.1603
